Grupão;Grupo;Família;Espécie (Simplificado);Nome Comum;Categoria
Flora;Angiospermas;Rutaceae;Conchocarpus cauliflorus;Vazio;CR
Flora;Angiospermas;Rutaceae;Conchocarpus marginatus;Vazio;CR
Flora;Angiospermas;Rhamnaceae;Condalia buxifolia;"Coronilha; Folha-de-buxo";EN
Fauna;Invertebrados Aquáticos;Actiniidae;Condylactis gigantea;Anêmona-gigante;EN
Fauna;Aves;Conopophagidae;Conopophaga lineata cearae;Chupa-dente;EN
Fauna;Aves;Conopophagidae;Conopophaga lineata lineata;Chupa-dente;VU
Fauna;Aves;Conopophagidae;Conopophaga melanops nigrifrons;Cuspidor-de-máscara-preta;VU
Fauna;Peixes Continentais;Pimelodidae;Conorhynchos conirostris;Pirá-tamanduá;EN
Fauna;Aves;Thraupidae;Conothraupis mesoleuca;Tiê-bicudo;EN
Flora;Angiospermas;Orchidaceae;Constantia cipoensis;Vazio;CR
Fauna;Répteis;Teiidae;Contomastix vacariensis;Lagartixa-pintada, Lagartinho-pintado e Lagartinho-de-Vacaria;VU
Fauna;Invertebrados Terrestres;Dytiscidae;Copelatus cessaima;Besouro-mergulhador, Besouro d'água;CR
Flora;Angiospermas;Orchidaceae;Coppensia macronyx;Vazio;VU
Flora;Angiospermas;Orchidaceae;Coppensia majevskyi;Vazio;EN
Fauna;Peixes Continentais;Characidae;Coptobrycon bilineatus;Piquira-de-duas-listras;VU
Fauna;Répteis;Boidae;Corallus cropanii;Jibóia-amarela;VU
Fauna;Peixes Continentais;Loricariidae;Corumbataia britskii;Cascudinho;VU
Fauna;Invertebrados Aquáticos;Metaniidae;Corvomeyenia epilithosa;Esponja;VU
Fauna;Peixes Continentais;Callichthyidae;Corydoras lacerdai;Desconhecido;EN
Fauna;Aves;Thraupidae;Coryphaspiza melanotis;Tico-tico-de-máscara-negra;EN
Fauna;Aves;Furnariidae;Coryphistera alaudina;Corredor-crestudo;CR
Fauna;Invertebrados Aquáticos;Asteriidae;Coscinasterias tenuispina;Estrela-do-mar;VU
Fauna;Aves;Cotingidae;Cotinga maculata;Crejoá;CR
Flora;Angiospermas;Chrysobalanaceae;Couepia belemii;milho torrado;VU
Flora;Angiospermas;Chrysobalanaceae;Couepia carautae;milho torrado;EN
Flora;Angiospermas;Chrysobalanaceae;Couepia joaquinae;Vazio;CR
Flora;Angiospermas;Chrysobalanaceae;Couepia leitaofilhoi;Vazio;VU
Flora;Angiospermas;Chrysobalanaceae;Couepia meridionalis;Vazio;CR
Flora;Angiospermas;Chrysobalanaceae;Couepia schottii;"oiti boi; milho torrado da folha larga";EN
Flora;Angiospermas;Lecythidaceae;Couratari asterotricha;Vazio;EN
Flora;Angiospermas;Lecythidaceae;Couratari pyramidata;Vazio;EN
Flora;Angiospermas;Rubiaceae;Coussarea bocainae;Vazio;EN
Fauna;Aves;Furnariidae;Cranioleuca mueller;João-escamoso;VU
Flora;Angiospermas;Crassulaceae;Crassula peduncularis;Vazio;CR
Fauna;Aves;Cracidae;Crax blumenbachii;Mutum-de-bico-vermelho;CR
Fauna;Aves;Cracidae;Crax fasciolata pinima;Mutum-pinima;CR
Fauna;Aves;Cracidae;Crax globulosa;Mutum-de-fava;EN
Fauna;Peixes Continentais;Characidae;Creagrutus varii;Lambari ;VU
Fauna;Peixes Continentais;Cichlidae;Crenicichla cyclostoma;Desconhecido;CR
Fauna;Peixes Continentais;Cichlidae;Crenicichla empheres;Joana;VU
Fauna;Peixes Continentais;Cichlidae;Crenicichla hadrostigma;Joana;VU
Fauna;Peixes Continentais;Cichlidae;Crenicichla heckeli;Desconhecido;VU
Fauna;Peixes Continentais;Cichlidae;Crenicichla jegui;Jacundá;EN
Fauna;Peixes Continentais;Cichlidae;Crenicichla jupiaensis;Joaninha;EN
Fauna;Peixes Continentais;Cichlidae;Crenicichla urosema;Sabãozinho;EN
Fauna;Anfíbios;Hylodidae;Crossodactylus dantei;Desconhecido;EN
Fauna;Anfíbios;Hylodidae;Crossodactylus lutzorum;Desconhecido;CR
Flora;Angiospermas;Euphorbiaceae;Croton leptobotryus;Vazio;VU
Flora;Angiospermas;Bromeliaceae;Cryptanthus burle-marxii;Vazio;VU
Flora;Angiospermas;Bromeliaceae;Cryptanthus capitatus;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Cryptanthus caracensis;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Cryptanthus caulescens;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Cryptanthus coriaceus;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Cryptanthus dorothyae;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Cryptanthus exaltatus;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Cryptanthus fernseeoides;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Cryptanthus fosterianus;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Cryptanthus glazioui;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Cryptanthus maritimus;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Cryptanthus minarum;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Cryptanthus odoratissimus;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Cryptanthus pseudoscaposus;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Cryptanthus roberto-kautskyi;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Cryptanthus scaposus;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Cryptanthus whitmanii;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Cryptanthus zonatus;Vazio;VU
Fauna;Invertebrados Terrestres;Cryptopidae;Cryptops (Cryptops) spelaeoraptor;Lacraia, centopeia;VU
Fauna;Invertebrados Terrestres;Cryptopidae;Cryptops (Trigonocryptops) iporangensis;Lacraia, centopeia;EN
Fauna;Aves;Tinamidae;Crypturellus noctivagus noctivagus;Jaó-do-sul;VU
Fauna;Aves;Tinamidae;Crypturellus noctivagus zabele;Zabelê ;VU
Fauna;Mamíferos;Ctenomyidae;Ctenomys bicolor;Tuco-tuco;EN
Fauna;Mamíferos;Ctenomyidae;Ctenomys flamarioni;Tuco-tuco;EN
Fauna;Mamíferos;Ctenomyidae;Ctenomys lami;Tuco-tuco;EN
Fauna;Mamíferos;Ctenomyidae;Ctenomys minutus;Tuco-tuco;VU
Fauna;Invertebrados Terrestres;Pieridae;Cunizza hirlanda fulvinota;Borboleta;VU
Fauna;Invertebrados Terrestres;Pieridae;Cunizza hirlanda planasia;Borboleta;VU
Flora;Angiospermas;Sapindaceae;Cupania concolor;Vazio;VU
Flora;Angiospermas;Sapindaceae;Cupania furfuracea;Vazio;VU
Flora;Angiospermas;Lythraceae;Cuphea adenophylla;Vazio;CR
Flora;Angiospermas;Lythraceae;Cuphea arenarioides;Vazio;VU
Flora;Angiospermas;Lythraceae;Cuphea bahiensis;Vazio;EN
Flora;Angiospermas;Lythraceae;Cuphea cipoensis;Vazio;EN
Flora;Angiospermas;Lythraceae;Cuphea cuiabensis;Vazio;EN
Flora;Angiospermas;Lythraceae;Cuphea glaziovii;Vazio;EN
Flora;Angiospermas;Lythraceae;Cuphea lindmaniana;Vazio;EN
Flora;Angiospermas;Lythraceae;Cuphea rubro-virens;Vazio;CR
Flora;Angiospermas;Lythraceae;Cuphea teleandra;Vazio;CR
Fauna;Aves;Icteridae;Curaeus forbesi;Anumará;VU
Flora;Angiospermas;Lamiaceae;Cyanocephalus apertiflorus;Vazio;VU
Flora;Angiospermas;Lamiaceae;Cyanocephalus caprariifolius;Vazio;EN
Flora;Angiospermas;Lamiaceae;Cyanocephalus delicatulus;Vazio;EN
Flora;Angiospermas;Lamiaceae;Cyanocephalus digitatus;Vazio;EN
Flora;Angiospermas;Lamiaceae;Cyanocephalus tagetifolius;Vazio;EN
Flora;Angiospermas;Lamiaceae;Cyanocephalus viaticus;Vazio;EN
Fauna;Aves;Corvidae;Cyanocorax hafferi;Cancão-da-campina;VU
Fauna;Aves;Psittacidae;Cyanopsitta spixii;Ararinha-azul;CR(PEW)
Flora;Angiospermas;Orchidaceae;Cyclopogon dutrae;Vazio;EN
Fauna;Anfíbios;Cycloramphidae;Cycloramphus diringshofeni;Desconhecido;CR
Fauna;Anfíbios;Cycloramphidae;Cycloramphus faustoi;Desconhecido;CR
Fauna;Anfíbios;Cycloramphidae;Cycloramphus ohausi;Desconhecido;EN
Flora;Angiospermas;Orchidaceae;Cycnoches pentadactylum;Vazio;EN
Fauna;Peixes Continentais;Rivulidae;Cynolebias griseus;Peixe-da-chuva;CR
Fauna;Peixes Continentais;Rivulidae;Cynolebias leptocephalus;Desconhecido;CR
Fauna;Peixes Continentais;Rivulidae;Cynopoecilus fulgens;Peixe-anual;VU
Fauna;Peixes Continentais;Rivulidae;Cynopoecilus intimus;Peixe-anual;VU
Fauna;Peixes Continentais;Rivulidae;Cynopoecilus multipapillatus;Peixe-anual;VU
Flora;Angiospermas;Cyperaceae;Cyperus atlanticus;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cyrtopodium caiapoense;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cyrtopodium hatschbachii;Vazio;EN
Flora;Angiospermas;Orchidaceae;Cyrtopodium lamellaticallosum;Vazio;CR
Flora;Angiospermas;Orchidaceae;Cyrtopodium latifolium;Vazio;CR
Flora;Angiospermas;Orchidaceae;Cyrtopodium linearifolium;Vazio;CR
Flora;Angiospermas;Orchidaceae;Cyrtopodium lissochiloides;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cyrtopodium palmifrons;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cyrtopodium poecilum var. roseum;Vazio;EN
Flora;Angiospermas;Orchidaceae;Cyrtopodium triste;Vazio;VU
Flora;Angiospermas;Burseraceae;Dacryodes edilsonii;"breu; breu mescla";EN
Fauna;Répteis;Dactyloidae;Dactyloa nasofrontalis;Papa-vento, Calanguinho;VU
Fauna;Répteis;Dactyloidae;Dactyloa pseudotigrina;Papa-vento, Calanguinho;VU
Flora;Angiospermas;Fabaceae;Dalbergia elegans;Vazio;VU
Flora;Angiospermas;Fabaceae;Dalbergia nigra;"Jacarandá-da-Bahia; Jacarandá-caviuna";VU
Flora;Angiospermas;Euphorbiaceae;Dalechampia purpurata;Vazio;EN
Flora;Angiospermas;Euphorbiaceae;Dalechampia riparia;Vazio;CR
Flora;Angiospermas;Poaceae;Danthonia cirrata;Vazio;EN
Fauna;Peixes Marinhos;Dasyatidae;Dasyatis centroura;Raia-prego-de-cauda-áspera;CR
Fauna;Peixes Marinhos;Dasyatidae;Dasyatis colarensis;Raia;VU
Fauna;Invertebrados Terrestres;Nymphalidae;Dasyophthalma geraensis;Borboleta;CR
Fauna;Invertebrados Terrestres;Nymphalidae;Dasyophthalma rusina delanira;Borboleta;CR
Fauna;Invertebrados Terrestres;Nymphalidae;Dasyophthalma vertebralis;Borboleta;CR(PEX)
Flora;Angiospermas;Dilleniaceae;Davilla glaziovii;Vazio;CR
Flora;Angiospermas;Dilleniaceae;Davilla macrocarpa;Vazio;VU
Fauna;Peixes Continentais;Loricariidae;Delturus parahybae;Cascudo;CR
Fauna;Aves;Dendrocolaptidae;Dendrexetastes rufigula paraensis;Arapaçu-canela-de-belém;EN
Fauna;Aves;Dendrocolaptidae;Dendrocincla merula badia;Arapaçu-da-taoca;VU
Fauna;Aves;Dendrocolaptidae;Dendrocincla taunayi;Arapaçu-pardo-do-nordeste;EN
Fauna;Aves;Dendrocolaptidae;Dendrocolaptes medius;Arapaçu-barrado-do-leste;VU
Fauna;Aves;Dendrocolaptidae;Dendrocolaptes picumnus transfasciatus;Arapaçu-meio-barrado;VU
Fauna;Aves;Dendrocolaptidae;Dendrocolaptes retentus;Arapaçu-barrado-do-xingu;VU
Flora;Angiospermas;Asteraceae;Dendrophorbium catharinense;Vazio;VU
Flora;Angiospermas;Asteraceae;Dendrophorbium paranense;Vazio;EN
Fauna;Répteis;Dermochelydae;Dermochelys coriacea;Tartaruga-de-couro;CR
Flora;Angiospermas;Poaceae;Deschampsia caespitosa;Vazio;EN
Flora;Angiospermas;Fabaceae;Desmodium craspediferum;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Deuterocohnia meziana;Vazio;VU
Flora;Angiospermas;Poaceae;Diandrolyra tatianae;Vazio;EN
Fauna;Invertebrados Terrestres;Formicidae;Diaphoromyrma sofiae;Formiga;EN
Fauna;Peixes Continentais;Characidae;Diapoma pyrrhopteryx;Lambari;EN
Flora;Angiospermas;Orchidaceae;Dichaea mosenii;Vazio;VU
Flora;Angiospermas;Commelinaceae;Dichorisandra acaulis;Vazio;EN
Flora;Angiospermas;Commelinaceae;Dichorisandra glaziovii;Vazio;VU
Flora;Angiospermas;Commelinaceae;Dichorisandra leucophthalmos;Vazio;VU
Flora;Angiospermas;Commelinaceae;Dichorisandra neglecta;Vazio;CR
Fauna;Invertebrados Terrestres;Scarabaeidae;Dichotomius eucranioides;Besouro rola-bosta;EN
Fauna;Invertebrados Terrestres;Scarabaeidae;Dichotomius mysticus;Besouro rola-bosta;EN
Fauna;Invertebrados Terrestres;Scarabaeidae;Dichotomius schiffleri;Besouro rola-bosta;EN
Flora;Pteridófitas;Dicksoniaceae;Dicksonia sellowiana;Vazio;EN
Flora;Angiospermas;Lauraceae;Dicypellium caryophyllaceum;cravo-de-Maranhão;CR
Flora;Angiospermas;Poaceae;Digitaria neesiana;capim-do-campo-limpo;EN
Flora;Angiospermas;Bignoniaceae;Digomphia densicoma;kirpau;VU
Flora;Angiospermas;Asteraceae;Dimerostemma annuum;Vazio;EN
Flora;Angiospermas;Asteraceae;Dimerostemma episcopale;Vazio;EN
Flora;Angiospermas;Asteraceae;Dimerostemma grazielae;Vazio;VU
Flora;Angiospermas;Asteraceae;Dimerostemma myrtifolium;Vazio;EN
Flora;Angiospermas;Fabaceae;Dimorphandra wilsonii;Faveiro-de-Wilson;CR
Fauna;Invertebrados Terrestres;Formicidae;Dinoponera lucida;Formiga;EN
Fauna;Aves;Diomedeidae;Diomedea dabbenena;Albatroz-de-tristão;CR
Fauna;Aves;Diomedeidae;Diomedea epomophora;Albatroz-real;VU
Fauna;Aves;Diomedeidae;Diomedea exulans;Albatroz-gigante;CR
Fauna;Aves;Diomedeidae;Diomedea sanfordi;Albatroz-real-do-norte;EN
Fauna;Invertebrados Aquáticos;Onuphidae;Diopatra cuprea;Desconhecido;VU
Fauna;Invertebrados Terrestres;Chelodesmidae;Dioplosternus salvatrix;Piolho-de-cobra;VU
Flora;Angiospermas;Dioscoreaceae;Dioscorea asperula;Vazio;VU
Flora;Angiospermas;Dioscoreaceae;Dioscorea loefgrenii;Vazio;VU
Flora;Angiospermas;Dioscoreaceae;Dioscorea mantiqueirensis;Vazio;CR
Flora;Angiospermas;Dioscoreaceae;Dioscorea pseudomacrocapsa;Vazio;EN
Flora;Angiospermas;Dioscoreaceae;Dioscorea sanpaulensis;Vazio;EN
Flora;Angiospermas;Dioscoreaceae;Dioscorea trilinguis;Vazio;EN
Flora;Pteridófitas;Lycopodiaceae;Diphasium jussiaei;Vazio;EN
Fauna;Invertebrados Aquáticos;Hyriidae;Diplodon (Rhipidodonta) koseritzi;Marisco-do-junco;EN
Flora;Angiospermas;Malpighiaceae;Diplopterys sepium;Vazio;EN
Flora;Angiospermas;Lythraceae;Diplusodon aggregatifolius;Vazio;EN
Flora;Angiospermas;Lythraceae;Diplusodon argyrophyllus;Vazio;CR
Flora;Angiospermas;Lythraceae;Diplusodon ericoides;Vazio;CR
Flora;Angiospermas;Lythraceae;Diplusodon glaziovii;Vazio;CR
Flora;Angiospermas;Lythraceae;Diplusodon gracilis;Vazio;CR
Flora;Angiospermas;Lythraceae;Diplusodon hatschbachii;Vazio;VU
Flora;Angiospermas;Lythraceae;Diplusodon minasensis;Vazio;EN
Flora;Angiospermas;Lythraceae;Diplusodon orbicularis;cai-cai;VU
Flora;Angiospermas;Lythraceae;Diplusodon ovatus;Vazio;EN
Flora;Angiospermas;Lythraceae;Diplusodon panniculatus;Vazio;CR
Flora;Angiospermas;Lythraceae;Diplusodon retroimbricatus;Vazio;CR
Flora;Angiospermas;Lythraceae;Diplusodon villosissimus;Vazio;VU
Fauna;Invertebrados Terrestres;Saturniidae;Dirphia monticola;Mariposa;VU
Flora;Angiospermas;Rhamnaceae;Discaria americana;"Caaró; Quina";VU
Flora;Angiospermas;Cactaceae;Discocactus bahiensis;Frade-de-cavalo;VU
Flora;Angiospermas;Cactaceae;Discocactus catingicola;Vazio;VU
Flora;Angiospermas;Cactaceae;Discocactus horstii;Vazio;CR
Flora;Angiospermas;Cactaceae;Discocactus pseudoinsignis;Vazio;CR
Flora;Angiospermas;Cactaceae;Discocactus zehntneri;Vazio;VU
Fauna;Aves;Trochilidae;Discosura langsdorffi langsdorffi;Rabo-de-espinho;EN
Flora;Angiospermas;Asteraceae;Disynaphia ericoides;Vazio;EN
Flora;Angiospermas;Asteraceae;Disynaphia praeficta;Vazio;EN
Flora;Angiospermas;Asteraceae;Disynaphia variolata;Vazio;EN
Flora;Angiospermas;Apocynaceae;Ditassa arianeae;Vazio;EN
Flora;Angiospermas;Apocynaceae;Ditassa auriflora;Vazio;CR
Flora;Angiospermas;Apocynaceae;Ditassa cipoensis;Vazio;EN
Flora;Angiospermas;Apocynaceae;Ditassa cordeiroana;Vazio;EN
Flora;Angiospermas;Apocynaceae;Ditassa itambensis;Vazio;EN
Flora;Angiospermas;Apocynaceae;Ditassa laevis;Vazio;EN
Flora;Angiospermas;Apocynaceae;Ditassa leonii;Vazio;VU
Flora;Angiospermas;Apocynaceae;Ditassa longisepala;Vazio;EN
Flora;Angiospermas;Apocynaceae;Ditassa maricaensis;Vazio;EN
Flora;Angiospermas;Apocynaceae;Ditassa oberdanii;Vazio;EN
Fauna;Répteis;Dipsadidae;Ditaxodon taeniatus;Parelheira-listrada-do-campo;VU
Flora;Angiospermas;Dilleniaceae;Doliocarpus lancifolius;Vazio;EN
Flora;Angiospermas;Moraceae;Dorstenia conceptionis;Vazio;EN
Flora;Angiospermas;Moraceae;Dorstenia hildegardis;Vazio;CR
Flora;Pteridófitas;Pteridaceae;Doryopteris itatiaiensis;Vazio;EN
Flora;Pteridófitas;Pteridaceae;Doryopteris paradoxa;Vazio;VU
Flora;Pteridófitas;Pteridaceae;Doryopteris quinquelobata;Vazio;CR
Flora;Pteridófitas;Pteridaceae;Doryopteris rediviva;Vazio;VU
Flora;Pteridófitas;Pteridaceae;Doryopteris rosenstockii;Vazio;EN
Flora;Pteridófitas;Pteridaceae;Doryopteris rufa;Vazio;EN
Flora;Pteridófitas;Pteridaceae;Doryopteris subsimplex;Vazio;EN
Flora;Pteridófitas;Pteridaceae;Doryopteris tijucana;Vazio;EN
Flora;Pteridófitas;Pteridaceae;Doryopteris trilobata;Vazio;EN
Fauna;Invertebrados Terrestres;Nymphalidae;Doxocopa zalmunna;Borboleta;CR(PEX)
Flora;Briófitas;Lejeuneaceae;Drepanolejeunea aculeata;Vazio;EN
Fauna;Invertebrados Terrestres;Hesperiidae;Drephalys miersi;Borboleta;EN
Fauna;Invertebrados Terrestres;Hesperiidae;Drephalys mourei;Borboleta;CR
Flora;Angiospermas;Droseraceae;Drosera graomogolensis;Vazio;EN
Flora;Angiospermas;Orchidaceae;Dryadella auriculigera;Vazio;CR
Flora;Angiospermas;Orchidaceae;Dryadella lilliputiana;Vazio;VU
Flora;Angiospermas;Orchidaceae;Dryadella susanae;Vazio;CR
Fauna;Invertebrados Terrestres;Drymusidae;Drymusa spelunca;Falsa-aranha-violino;CR
Fauna;Aves;Picidae;Dryocopus galeatus;Pica-pau-de-cara-canela;EN
Flora;Angiospermas;Annonaceae;Duguetia magnolioidea;Vazio;EN
Flora;Angiospermas;Annonaceae;Duguetia restingae;Vazio;CR
Flora;Angiospermas;Annonaceae;Duguetia reticulata;Vazio;EN
Flora;Angiospermas;Annonaceae;Duguetia scottmorii;Vazio;CR
Flora;Angiospermas;Annonaceae;Duguetia sooretamae;Pindaíba coroa;EN
Flora;Angiospermas;Orchidaceae;Dungsia harpophylla;Vazio;VU
Flora;Angiospermas;Orchidaceae;Dungsia kautskyi;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Dyckia agudensis;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Dyckia cabrerae;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Dyckia delicata;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Dyckia distachya;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Dyckia domfelicianensis;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Dyckia fosteriana;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Dyckia hatschbachii;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Dyckia ibicuiensis;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Dyckia ibiramensis;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Dyckia maritima;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Dyckia monticola;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Dyckia pseudococcinea;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Dyckia rariflora;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Dyckia reitzii;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Dyckia remotiflora;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Dyckia ursina;Vazio;CR
Flora;Angiospermas;Acanthaceae;Dyschoriste lavandulacea;Vazio;EN
Flora;Angiospermas;Acanthaceae;Dyschoriste smithii;Vazio;CR
Fauna;Aves;Thamnophilidae;Dysithamnus plumbeus;Choquinha-chumbo;EN
Fauna;Répteis;Dipsadidae;Echinanthera cephalomaculata;Desconhecido;VU
Flora;Angiospermas;Asteraceae;Echinocoryne echinocephala;Vazio;EN
Flora;Angiospermas;Cactaceae;Echinopsis calochlora;Vazio;CR
Flora;Angiospermas;Cactaceae;Echinopsis oxygona;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Eduandrea selloana;Vazio;EN
Fauna;Peixes Continentais;Sternopygidae;Eigenmannia vicentespelaea;Ituí;VU
Flora;Angiospermas;Amaryllidaceae;Eithea blumenavia;Vazio;EN
Fauna;Peixes Marinhos;Gobiidae;Elacatinus figaro;Neon;VU
Fauna;Aves;Tyrannidae;Elaenia ridleyana;Cocoruta;VU
Flora;Pteridófitas;Dryopteridaceae;Elaphoglossum acrocarpum;Vazio;VU
Flora;Pteridófitas;Dryopteridaceae;Elaphoglossum amplissimum;Vazio;EN
Flora;Pteridófitas;Dryopteridaceae;Elaphoglossum beckeri;Vazio;CR
Fauna;Invertebrados Terrestres;Libellulidae;Elasmothemis schubarti;Libélula;EN
Fauna;Aves;Rhinocryptidae;Eleoscytalopus psychopompus;Macuquinho-baiano;EN
Flora;Angiospermas;Bromeliaceae;Encholirium biflorum;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Encholirium disjunctum;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Encholirium gracile;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Encholirium heloisae;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Encholirium horridum;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Encholirium irwinii;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Encholirium longiflorum;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Encholirium luxor;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Encholirium pedicellatum;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Encholirium scrutor;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Encholirium vogelii;Vazio;CR
Flora;Angiospermas;Orchidaceae;Encyclia bragancae;Vazio;EN
Fauna;Peixes Marinhos;Tripterygiidae;Enneanectes smithi;Desconhecido;VU
Fauna;Répteis;Leiosauridae;Enyalius erythroceneus;Papa-vento-da-chapada;CR
Flora;Gimnospermas;Ephedraceae;Ephedra tweediana;Vazio;VU
Flora;Angiospermas;Orchidaceae;Epidendrum addae;Vazio;VU
Flora;Angiospermas;Orchidaceae;Epidendrum ecostatum;Vazio;VU
Flora;Angiospermas;Orchidaceae;Epidendrum henschenii;Vazio;EN
Flora;Angiospermas;Orchidaceae;Epidendrum robustum;Vazio;VU
Flora;Angiospermas;Orchidaceae;Epidendrum zappii;Vazio;EN
Fauna;Peixes Marinhos;Epinephelidae;Epinephelus itajara;Mero;CR
Fauna;Peixes Marinhos;Epinephelidae;Epinephelus marginatus;Garoupa-verdadeira;VU
Fauna;Peixes Marinhos;Epinephelidae;Epinephelus morio;Garoupa ;VU
Fauna;Invertebrados Terrestres;Peripatidae;Epiperipatus adenocryptus;Desconhecido;CR
Fauna;Invertebrados Terrestres;Peripatidae;Epiperipatus diadenoproctus;Desconhecido;VU
Fauna;Invertebrados Terrestres;Peripatidae;Epiperipatus ohausi;Desconhecido;EN
Fauna;Invertebrados Terrestres;Peripatidae;Epiperipatus paurognostus;Desconhecido;CR
Fauna;Invertebrados Terrestres;Nymphalidae;Episcada vitrea;Borboleta;EN
Fauna;Mamíferos;Vespertilionidae;Eptesicus taddeii;Morcego;VU
Flora;Angiospermas;Asteraceae;Eremanthus argenteus;Vazio;EN
Flora;Angiospermas;Asteraceae;Eremanthus leucodendron;Vazio;EN
Flora;Angiospermas;Asteraceae;Eremanthus polycephalus;Vazio;VU
Fauna;Invertebrados Terrestres;Nymphalidae;Eresia erysice erysice;Borboleta;CR
Fauna;Répteis;Cheloniidae;Eretmochelys imbricata;Tartaruga-de-pente;CR
Flora;Angiospermas;Melastomataceae;Eriocnema acaulis;Vazio;EN
Flora;Angiospermas;Melastomataceae;Eriocnema fulva;Vazio;VU
Flora;Angiospermas;Lamiaceae;Eriope anamariae;Vazio;EN
Flora;Angiospermas;Lamiaceae;Eriope blanchetii;Vazio;VU
Flora;Angiospermas;Lamiaceae;Eriope crassipes subsp. cristalinae;Vazio;CR
Flora;Angiospermas;Lamiaceae;Eriope luetzelburgii;Vazio;VU
Flora;Angiospermas;Lamiaceae;Eriope machrisae;Vazio;EN
Flora;Angiospermas;Lamiaceae;Eriope obovata var. gracilis;Vazio;EN
Flora;Angiospermas;Vochysiaceae;Erisma arietinum;carneiro;EN
Flora;Angiospermas;Rubiaceae;Erithalis insularis;Vazio;CR
Flora;Angiospermas;Apiaceae;Eryngium corallinum;Vazio;CR
Flora;Angiospermas;Apiaceae;Eryngium divaricatum;Vazio;EN
Flora;Angiospermas;Apiaceae;Eryngium dorae;Vazio;CR
Flora;Angiospermas;Apiaceae;Eryngium falcifolium;Vazio;EN
Flora;Angiospermas;Apiaceae;Eryngium koehneanum;Vazio;VU
Flora;Angiospermas;Apiaceae;Eryngium ombrophilum;Vazio;EN
Flora;Angiospermas;Apiaceae;Eryngium ramboanum;Vazio;CR
Flora;Angiospermas;Apiaceae;Eryngium scirpinum;Vazio;EN
Flora;Angiospermas;Apiaceae;Eryngium smithii;Vazio;EN
Flora;Angiospermas;Apiaceae;Eryngium urbanianum;Vazio;EN
Flora;Angiospermas;Apiaceae;Eryngium zosterifolium;Vazio;VU
Flora;Angiospermas;Erythroxylaceae;Erythroxylum bezerrae;"muçarenga; pirunga";EN
Flora;Angiospermas;Erythroxylaceae;Erythroxylum catharinense;"baga-depomba; cocão; concon; fruta-de-pomba";EN
Flora;Angiospermas;Erythroxylaceae;Erythroxylum compressum;Vazio;EN
Flora;Angiospermas;Erythroxylaceae;Erythroxylum leal-costae;Vazio;CR
Flora;Angiospermas;Erythroxylaceae;Erythroxylum mattos-silvae;Vazio;EN
Flora;Angiospermas;Erythroxylaceae;Erythroxylum membranaceum;Vazio;EN
Flora;Angiospermas;Erythroxylaceae;Erythroxylum nelson-rosae;Vazio;EN
